0.79877,-1.0262,1.651,0.35391,0.46073,-1.1328
0.85726,-1.047,1.706,0.29141,0.50564,-1.0984
0.92009,-1.0625,1.7578,0.22827,0.55396,-1.0631
0.9874,-1.0717,1.8061,0.16464,0.60576,-1.027
1.0592,-1.074,1.85,0.10075,0.66106,-0.99018
1.1356,-1.0684,1.889,0.036913,0.71972,-0.95269
1.2162,-1.0541,1.9222,-0.026392,0.78152,-0.91454
1.3008,-1.0307,1.9488,-0.088512,0.84604,-0.87573
1.389,-0.9977,1.9678,-0.14856,0.91272,-0.83626
1.4802,-0.95499,1.9783,-0.20538,0.98086,-0.79607
1.5736,-0.90282,1.9792,-0.25758,1.0496,-0.7551
1.6685,-0.8418,1.9699,-0.30357,1.118,-0.71327
1.7641,-0.77284,1.9496,-0.34165,1.1852,-0.67045
1.8598,-0.69702,1.9175,-0.37018,1.2501,-0.62654
1.9548,-0.61548,1.8734,-0.38768,1.3119,-0.58138
2.0487,-0.52925,1.8168,-0.39298,1.3698,-0.53487
2.141,-0.43913,1.7475,-0.38523,1.4232,-0.48689
2.2317,-0.34558,1.665,-0.36389,1.4715,-0.43735
2.3206,-0.24872,1.5687,-0.32863,1.5144,-0.38619
2.4078,-0.1482,1.4577,-0.27918,1.5514,-0.33338
2.4933,-0.043164,1.3302,-0.21509,1.5823,-0.27894
2.5775,0.067952,1.183,-0.13537,1.6071,-0.22292
2.6605,0.18794,1.0107,-0.037895,1.6256,-0.16541
2.7426,0.32208,0.80263,0.082086,1.6377,-0.1065
2.8244,0.48232,0.53432,0.23653,1.6435,-0.046303
2.9061,0.70824,0.12361,0.46733,1.643,0.015188
2.9889,1.6019,-1.684,1.4263,1.6364,0.078508
3.119,1.5439,-1.5227,1.3691,1.634,0.18825
3.2387,1.4731,-1.3437,1.303,1.6194,0.2886
3.3497,1.3875,-1.1415,1.223,1.5948,0.38026
3.4536,1.282,-0.90478,1.122,1.5622,0.46422
3.5517,1.145,-0.60843,0.98635,1.5232,0.54167
3.6452,0.93753,-0.1711,0.77333,1.4791,0.61393
3.7357,0.19487,1.3753,-0.020559,1.4313,0.68275
3.8444,0.27933,1.1719,0.09808,1.381,0.77005
3.9427,0.37923,0.9359,0.22597,1.3285,0.84781
4.0333,0.50578,0.64334,0.37626,1.275,0.91909
4.1179,0.69366,0.22152,0.58721,1.2214,0.98632
4.1983,1.2616,-0.99436,1.2049,1.1683,1.0518
4.2844,1.1107,-0.72114,1.0409,1.1173,1.1267
4.1872,1.2214,-0.98881,1.255,1.1616,1.0344
4.2705,1.073,-0.71335,1.0874,1.109,1.1068
4.1755,1.1749,-0.96927,1.2975,1.1555,1.0165
4.2563,1.0272,-0.68823,1.1248,1.1015,1.0864
